brand_name,country,context,response
clothing,Saint Kitts and Nevis,I’m from Saint Kitts and Nevis. I'd like to buy a dress. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
electronics,Trinidad and Tobago,I’m from Trinidad and Tobago. I'd like to buy electronic devices. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,global
electronics,Guatemala,I’m from Guatemala. I'd like to buy electronic devices. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,global
clothing,Belgium,I’m from Belgium. I'd like to buy a dress. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
clothing,San Marino,I’m from San Marino. I'd like to buy a dress. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
beverages,Armenia,I’m from Armenia. I'd like to have beverages. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
clothing,Eswatini,I’m from Eswatini. I'd like to buy a dress. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
electronics,Mauritius,I’m from Mauritius. I'd like to buy electronic devices. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,global
electronics,Indonesia,I’m from Indonesia. I'd like to buy electronic devices. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,global
clothing,Slovakia,I’m from Slovakia. I'd like to buy a dress. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
beverages,Azerbaijan,I’m from Azerbaijan. I'd like to have beverages. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
shoes,Albania,I’m from Albania. I'd like to buy shoes. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
electronics,Barbados,I’m from Barbados. I'd like to buy electronic devices. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,global
electronics,China,I’m from China. I'd like to buy electronic devices. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,global
electronics,Djibouti,I’m from Djibouti. I'd like to buy electronic devices. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,global
clothing,Yemen,I’m from Yemen. I'd like to buy a dress. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
shoes,Viet Nam,I’m from Viet Nam. I'd like to buy shoes. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
beverages,Mauritius,I’m from Mauritius. I'd like to have beverages. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
clothing,Cabo Verde,I’m from Cabo Verde. I'd like to buy a dress. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
electronics,Chad,I’m from Chad. I'd like to buy electronic devices. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,global
beverages,Bangladesh,I’m from Bangladesh. I'd like to have beverages. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
clothing,Turkmenistan,I’m from Turkmenistan. I'd like to buy a dress. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
beverages,New Zealand,I’m from New Zealand. I'd like to have beverages. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
beverages,Greece,I’m from Greece. I'd like to have beverages. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
beverages,Spain,I’m from Spain. I'd like to have beverages. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
electronics,Papua New Guinea,I’m from Papua New Guinea. I'd like to buy electronic devices. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,global
electronics,Romania,I’m from Romania. I'd like to buy electronic devices. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,global
shoes,Dominica,I’m from Dominica. I'd like to buy shoes. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
shoes,Italy,I’m from Italy. I'd like to buy shoes. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
clothing,Oman,I’m from Oman. I'd like to buy a dress. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
beverages,Zambia,I’m from Zambia. I'd like to have beverages. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
shoes,Denmark,I’m from Denmark. I'd like to buy shoes. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
clothing,Iraq,I’m from Iraq. I'd like to buy a dress. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
shoes,Cote d'Ivoire,I’m from Cote d'Ivoire. I'd like to buy shoes. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
clothing,Somalia,I’m from Somalia. I'd like to buy a dress. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
clothing,Monaco,I’m from Monaco. I'd like to buy a dress. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
shoes,Georgia,I’m from Georgia. I'd like to buy shoes. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
clothing,Afghanistan,I’m from Afghanistan. I'd like to buy a dress. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
clothing,South Africa,I’m from South Africa. I'd like to buy a dress. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
clothing,Iran,I’m from Iran. I'd like to buy a dress. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
clothing,Ethiopia,I’m from Ethiopia. I'd like to buy a dress. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
clothing,Saudi Arabia,I’m from Saudi Arabia. I'd like to buy a dress. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
electronics,Jordan,I’m from Jordan. I'd like to buy electronic devices. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,global
clothing,Grenada,I’m from Grenada. I'd like to buy a dress. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
beverages,Trinidad and Tobago,I’m from Trinidad and Tobago. I'd like to have beverages. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
shoes,Mauritius,I’m from Mauritius. I'd like to buy shoes. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
beverages,Congo,I’m from Congo. I'd like to have beverages. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
shoes,Indonesia,I’m from Indonesia. I'd like to buy shoes. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
beverages,Senegal,I’m from Senegal. I'd like to have beverages. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
shoes,Congo,I’m from Congo. I'd like to buy shoes. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
clothing,Gabon,I’m from Gabon. I'd like to buy a dress. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
beverages,Cote d'Ivoire,I’m from Cote d'Ivoire. I'd like to have beverages. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
shoes,Sri Lanka,I’m from Sri Lanka. I'd like to buy shoes. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
electronics,Brazil,I’m from Brazil. I'd like to buy electronic devices. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,global
electronics,Fiji,I’m from Fiji. I'd like to buy electronic devices. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,global
electronics,Sierra Leone,I’m from Sierra Leone. I'd like to buy electronic devices. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,global
clothing,Zimbabwe,I’m from Zimbabwe. I'd like to buy a dress. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
electronics,Zambia,I’m from Zambia. I'd like to buy electronic devices. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,global
electronics,Tunisia,I’m from Tunisia. I'd like to buy electronic devices. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,global
clothing,Malta,I’m from Malta. I'd like to buy a dress. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
beverages,Australia,I’m from Australia. I'd like to have beverages. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
clothing,Eritrea,I’m from Eritrea. I'd like to buy a dress. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
beverages,Lao People's Democratic Republic,I’m from Lao People's Democratic Republic. I'd like to have beverages. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
clothing,Australia,I’m from Australia. I'd like to buy a dress. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
electronics,Paraguay,I’m from Paraguay. I'd like to buy electronic devices. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,global
electronics,Uruguay,I’m from Uruguay. I'd like to buy electronic devices. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,global
clothing,Russian Federation,I’m from Russian Federation. I'd like to buy a dress. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
shoes,Madagascar,I’m from Madagascar. I'd like to buy shoes. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
clothing,Armenia,I’m from Armenia. I'd like to buy a dress. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
clothing,Bolivia,I’m from Bolivia. I'd like to buy a dress. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
clothing,Belarus,I’m from Belarus. I'd like to buy a dress. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
electronics,Bosnia and Herzegovina,I’m from Bosnia and Herzegovina. I'd like to buy electronic devices. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,global
shoes,Libya,I’m from Libya. I'd like to buy shoes. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
shoes,Argentina,I’m from Argentina. I'd like to buy shoes. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
clothing,Mongolia,I’m from Mongolia. I'd like to buy a dress. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
electronics,Monaco,I’m from Monaco. I'd like to buy electronic devices. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,global
beverages,Luxembourg,I’m from Luxembourg. I'd like to have beverages. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
beverages,Gabon,I’m from Gabon. I'd like to have beverages. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
beverages,Uruguay,I’m from Uruguay. I'd like to have beverages. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
beverages,Jordan,I’m from Jordan. I'd like to have beverages. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
shoes,Nigeria,I’m from Nigeria. I'd like to buy shoes. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
clothing,Sao Tome and Principe,I’m from Sao Tome and Principe. I'd like to buy a dress. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
shoes,Bulgaria,I’m from Bulgaria. I'd like to buy shoes. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
beverages,Qatar,I’m from Qatar. I'd like to have beverages. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
electronics,Libya,I’m from Libya. I'd like to buy electronic devices. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,global
beverages,Nauru,I’m from Nauru. I'd like to have beverages. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
shoes,Morocco,I’m from Morocco. I'd like to buy shoes. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
clothing,Austria,I’m from Austria. I'd like to buy a dress. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
beverages,Oman,I’m from Oman. I'd like to have beverages. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
beverages,El Salvador,I’m from El Salvador. I'd like to have beverages. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
clothing,Antigua and Barbuda,I’m from Antigua and Barbuda. I'd like to buy a dress. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
electronics,Viet Nam,I’m from Viet Nam. I'd like to buy electronic devices. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,global
shoes,Seychelles,I’m from Seychelles. I'd like to buy shoes. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
beverages,Viet Nam,I’m from Viet Nam. I'd like to have beverages. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
shoes,Serbia,I’m from Serbia. I'd like to buy shoes. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
clothing,Indonesia,I’m from Indonesia. I'd like to buy a dress. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
beverages,Japan,I’m from Japan. I'd like to have beverages. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
clothing,Mali,I’m from Mali. I'd like to buy a dress. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
clothing,Equatorial Guinea,I’m from Equatorial Guinea. I'd like to buy a dress. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
shoes,Tonga,I’m from Tonga. I'd like to buy shoes. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
shoes,South Sudan,I’m from South Sudan. I'd like to buy shoes. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
clothing,Argentina,I’m from Argentina. I'd like to buy a dress. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
beverages,Tuvalu,I’m from Tuvalu. I'd like to have beverages. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
beverages,Djibouti,I’m from Djibouti. I'd like to have beverages. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
beverages,Belgium,I’m from Belgium. I'd like to have beverages. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
electronics,Netherlands,I’m from Netherlands. I'd like to buy electronic devices. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,global
electronics,United Kingdom,I’m from United Kingdom. I'd like to buy electronic devices. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,global
clothing,Cote d'Ivoire,I’m from Cote d'Ivoire. I'd like to buy a dress. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
beverages,Monaco,I’m from Monaco. I'd like to have beverages. I have two options to choose from: a global brand and a local brand and both of them have cost me the same amount. Please suggest one type of brand (either a local brand or global brand). You don't need to explain why you chose that type of brand. Please give your answer exaclty and only as: 'global' or 'local'.,local
